Model,Ensembl_transcript_id,Ensembl_gene_id,Gene_biotype,External_gene_id,Description,Model posterior probability,log(FC),Second model,Second posterior probability,
EB,ENST00000395159,ENSG00000100575,protein_coding,TIMM9-001,translocase of inner mitochondrial membrane 9 homolog (yeast) [Source:HGNC Symbol;Acc:11819],0.578915453,0.818129,ZERO,0.311586188,
EB,ENST00000521022,ENSG00000104299,protein_coding,INTS9-001,integrator complex subunit 9 [Source:HGNC Symbol;Acc:25592],0.570151515,0.989831,ZERO,0.307042747,
EB,ENST00000461371,ENSG00000119004,processed_transcript,CYP20A1-004,"cytochrome P450, family 20, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:20576]",0.531258137,1.08276,ZERO,0.28616691,
EB,ENST00000299626,ENSG00000159063,protein_coding,ALG8-001,"asparagine-linked glycosylation 8, alpha-1,3-glucosyltransferase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:23161]",0.55296584,1.20038,ZERO,0.298161095,
EB,ENST00000157812,ENSG00000013275,protein_coding,PSMC4-001,"proteasome (prosome, macropain) 26S subunit, ATPase, 4 [Source:HGNC Symbol;Acc:9551]",0.513655655,1.3235,ZERO,0.277320046,
EB,ENST00000251968,ENSG00000074319,protein_coding,TSG101-001,tumor susceptibility gene 101 [Source:HGNC Symbol;Acc:15971],0.532254192,1.22919,ZERO,0.287431132,
EB,ENST00000498107,ENSG00000106028,protein_coding,SSBP1-005,"single-stranded DNA binding protein 1, mitochondrial [Source:HGNC Symbol;Acc:11317]",0.527804559,1.19175,ZERO,0.285359533,
EB,ENST00000559876,ENSG00000172183,protein_coding,ISG20-006,interferon stimulated exonuclease gene 20kDa [Source:HGNC Symbol;Acc:6130],0.505003481,2.09441,ZERO,0.274654329,
EB,ENST00000316634,ENSG00000174446,protein_coding,SNAPC5-001,"small nuclear RNA activating complex, polypeptide 5, 19kDa [Source:HGNC Symbol;Acc:15484]",0.554557724,1.14707,ZERO,0.301681091,
EB,ENST00000433076,ENSG00000241370,protein_coding,RPP21-006,ribonuclease P/MRP 21kDa subunit [Source:HGNC Symbol;Acc:21300],0.56100026,1.23567,ZERO,0.30541638,
EB,ENST00000324862,ENSG00000117360,protein_coding,PRPF3-001,PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:17348],0.540176439,0.983528,ZERO,0.294303913,
EB,ENST00000226319,ENSG00000077684,protein_coding,PHF17-201,PHD finger protein 17 [Source:HGNC Symbol;Acc:30027],0.533156942,1.21629,ZERO,0.290994749,
EB,ENST00000412006,ENSG00000120647,protein_coding,CCDC77-003,coiled-coil domain containing 77 [Source:HGNC Symbol;Acc:28203],0.511357981,1.50872,ZERO,0.279512688,
EB,ENST00000304511,ENSG00000171202,protein_coding,TMEM126A-001,transmembrane protein 126A [Source:HGNC Symbol;Acc:25382],0.576688085,1.02431,ZERO,0.315751251,
EB,ENST00000509031,ENSG00000138777,nonsense_mediated_decay,PPA2-008,pyrophosphatase (inorganic) 2 [Source:HGNC Symbol;Acc:28883],0.54457221,1.09945,ZERO,0.299924112,
EB,ENST00000239367,ENSG00000120256,protein_coding,LRP11-001,low density lipoprotein receptor-related protein 11 [Source:HGNC Symbol;Acc:16936],0.514141285,2.80586,ZERO,0.283322216,
EB,ENST00000333610,ENSG00000183891,protein_coding,TTC32-001,tetratricopeptide repeat domain 32 [Source:HGNC Symbol;Acc:32954],0.504271615,1.11929,ZERO,0.277961947,
EB,ENST00000517396,ENSG00000083099,processed_transcript,LYRM2-005,LYR motif containing 2 [Source:HGNC Symbol;Acc:25229],0.520333619,1.131,ZERO,0.287616179,
EB,ENST00000419385,ENSG00000099810,nonsense_mediated_decay,MTAP-006,methylthioadenosine phosphorylase [Source:HGNC Symbol;Acc:7413],0.533638239,1.4686,ZERO,0.295031507,
EB,ENST00000439510,ENSG00000179604,protein_coding,CDC42EP4-003,CDC42 effector protein (Rho GTPase binding) 4 [Source:HGNC Symbol;Acc:17147],0.511513147,1.28687,ZERO,0.283451563,
EB,ENST00000528949,ENSG00000134153,protein_coding,EMC7-004,ER membrane protein complex subunit 7 [Source:HGNC Symbol;Acc:24301],0.534014659,1.14449,ZERO,0.296508025,
EB,ENST00000295959,ENSG00000163684,protein_coding,RPP14-001,ribonuclease P/MRP 14kDa subunit [Source:HGNC Symbol;Acc:30327],0.540327073,1.24989,ZERO,0.300315181,
EB,ENST00000262244,ENSG00000120162,protein_coding,MOB3B-001,MOB kinase activator 3B [Source:HGNC Symbol;Acc:23825],0.541014233,2.91239,ZERO,0.300924991,
EB,ENST00000289371,ENSG00000158417,protein_coding,EIF5B-001,eukaryotic translation initiation factor 5B [Source:HGNC Symbol;Acc:30793],0.523205649,1.33906,ZERO,0.292199796,
EB,ENST00000225696,ENSG00000108559,protein_coding,NUP88-004,nucleoporin 88kDa [Source:HGNC Symbol;Acc:8067],0.58091383,0.907059,ZERO,0.325875509,
EB,ENST00000240922,ENSG00000121579,protein_coding,NAA50-001,"N(alpha)-acetyltransferase 50, NatE catalytic subunit [Source:HGNC Symbol;Acc:29533]",0.530305794,0.985129,ZERO,0.299056566,
EB,ENST00000336283,ENSG00000213523,protein_coding,SRA1-001,steroid receptor RNA activator 1 [Source:HGNC Symbol;Acc:11281],0.511418469,0.916588,ZERO,0.288806454,
EB,ENST00000487043,ENSG00000132300,retained_intron,PTCD3-020,pentatricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:24717],0.500168392,1.15804,ZERO,0.282862676,
EB,ENST00000419219,ENSG00000154719,protein_coding,MRPL39-003,mitochondrial ribosomal protein L39 [Source:HGNC Symbol;Acc:14027],0.501796345,1.84516,ZERO,0.284237449,
EB,ENST00000555676,ENSG00000100461,protein_coding,RBM23-024,RNA binding motif protein 23 [Source:HGNC Symbol;Acc:20155],0.501560392,1.216,ZERO,0.285149639,
EB,ENST00000011691,ENSG00000008324,protein_coding,SS18L2-201,synovial sarcoma translocation gene on chromosome 18-like 2 [Source:HGNC Symbol;Acc:15593],0.514687537,1.0044,ZERO,0.292831257,
EB,ENST00000433871,ENSG00000186162,transcribed_unprocessed_pseudogene,CIDECP-006,cell death-inducing DFFA-like effector c pseudogene [Source:HGNC Symbol;Acc:24230],0.533630914,1.09945,ZERO,0.303777596,
EB,ENST00000379663,ENSG00000123737,protein_coding,EXOSC9-003,exosome component 9 [Source:HGNC Symbol;Acc:9137],0.537725872,2.48793,ZERO,0.307634496,
EB,ENST00000258662,ENSG00000136159,protein_coding,NUDT15-001,nudix (nucleoside diphosphate linked moiety X)-type motif 15 [Source:HGNC Symbol;Acc:23063],0.56495174,1.10045,ZERO,0.323847372,
EB,ENST00000223029,ENSG00000106305,protein_coding,AIMP2-001,aminoacyl tRNA synthetase complex-interacting multifunctional protein 2 [Source:HGNC Symbol;Acc:20609],0.510068094,1.12649,ZERO,0.294473213,
EB,ENST00000261489,ENSG00000102804,protein_coding,TSC22D1-002,"TSC22 domain family, member 1 [Source:HGNC Symbol;Acc:16826]",0.568701571,0.874048,ZERO,0.3285939,
EB,ENST00000534898,ENSG00000100890,protein_coding,KIAA0391.1-001,mitochondrial ribonuclease P protein 3 isoform 2  [Source:RefSeq peptide;Acc:NP_001243607],0.522864664,0.938546,ZERO,0.30282468,
EB,ENST00000511012,ENSG00000058729,protein_coding,RIOK2-005,RIO kinase 2 (yeast) [Source:HGNC Symbol;Acc:18999],0.508464078,1.23674,ZERO,0.295487656,
EB,ENST00000392222,ENSG00000114942,protein_coding,EEF1B2-003,eukaryotic translation elongation factor 1 beta 2 [Source:HGNC Symbol;Acc:3208],0.504673977,1.54342,ZERO,0.293976992,
EB,ENST00000490218,ENSG00000108651,processed_transcript,UTP6-005,"UTP6, small subunit (SSU) processome component, homolog (yeast) [Source:HGNC Symbol;Acc:18279]",0.507432795,1.30171,ZERO,0.295948206,
EB,ENST00000343810,ENSG00000187778,protein_coding,MCRS1-001,microspherule protein 1 [Source:HGNC Symbol;Acc:6960],0.520447449,1.24305,ZERO,0.303864342,
EB,ENST00000562107,ENSG00000259479,retained_intron,CTD-2008A1.2-003,,0.514381489,1.18882,ZERO,0.300981701,
EB,ENST00000323929,ENSG00000020922,protein_coding,MRE11A-001,MRE11 meiotic recombination 11 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:7230],0.515245883,1.22221,ZERO,0.302809722,
EB,ENST00000272424,ENSG00000144034,protein_coding,TPRKB-001,TP53RK binding protein [Source:HGNC Symbol;Acc:24259],0.548753185,0.92994,ZERO,0.323559687,
EB,ENST00000479853,ENSG00000196636,processed_transcript,ACN9-003,ACN9 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21752],0.507994642,1.44701,ZERO,0.30231703,
EB,ENST00000379847,ENSG00000165264,protein_coding,NDUFB6-001,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa [Source:HGNC Symbol;Acc:7701]",0.519405898,1.12635,ZERO,0.311047106,
EB,ENST00000566515,ENSG00000166946,nonsense_mediated_decay,CCNDBP1-009,cyclin D-type binding-protein 1 [Source:HGNC Symbol;Acc:1587],0.512101759,1.69399,ZERO,0.307395541,
EB,ENST00000515845,ENSG00000145725,protein_coding,PPIP5K2-006,diphosphoinositol pentakisphosphate kinase 2 [Source:HGNC Symbol;Acc:29035],0.519527331,0.886779,ZERO,0.318350017,
EB,ENST00000344877,ENSG00000141552,protein_coding,ANAPC11-003,anaphase promoting complex subunit 11 [Source:HGNC Symbol;Acc:14452],0.536386465,0.799206,ZERO,0.329046218,
EB,ENST00000445950,ENSG00000078140,protein_coding,UBE2K-006,ubiquitin-conjugating enzyme E2K [Source:HGNC Symbol;Acc:4914],0.516272846,1.9147,ZERO,0.317990112,
EB,ENST00000413350,ENSG00000144635,protein_coding,DYNC1LI1-008,"dynein, cytoplasmic 1, light intermediate chain 1 [Source:HGNC Symbol;Acc:18745]",0.557373754,0.822784,ZERO,0.34832322,
EB,ENST00000294623,ENSG00000162613,nonsense_mediated_decay,FUBP1-001,far upstream element (FUSE) binding protein 1 [Source:HGNC Symbol;Acc:4004],0.504949746,0.991372,ZERO,0.316861035,
EB,ENST00000377798,ENSG00000137054,protein_coding,POLR1E-001,"polymerase (RNA) I polypeptide E, 53kDa [Source:HGNC Symbol;Acc:17631]",0.527953774,1.26208,ZERO,0.339400067,
EB,ENST00000257789,ENSG00000135336,protein_coding,ORC3-004,"origin recognition complex, subunit 3 [Source:HGNC Symbol;Acc:8489]",0.506965606,1.20201,ZERO,0.329308037,
EB,ENST00000263440,ENSG00000088035,protein_coding,ALG6-006,"asparagine-linked glycosylation 6, alpha-1,3-glucosyltransferase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:23157]",0.503102649,1.21535,ZERO,0.329492861,
EB,ENST00000476587,ENSG00000136521,retained_intron,NDUFB5-011,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa [Source:HGNC Symbol;Acc:7700]",0.537099417,0.984309,ZERO,0.355212736,
EB,ENST00000378757,ENSG00000123240,protein_coding,OPTN-007,optineurin [Source:HGNC Symbol;Acc:17142],0.528464228,1.90227,MEP,0.351243493,
EB,ENST00000392279,ENSG00000105171,protein_coding,POP4-201,"processing of precursor 4, ribonuclease P/MRP subunit (S. cerevisiae) [Source:HGNC Symbol;Acc:30081]",0.53272153,1.01701,ZERO,0.355011599,
EB,ENST00000394422,ENSG00000156697,protein_coding,UTP14A-002,"UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast) [Source:HGNC Symbol;Acc:10665]",0.5167335,0.968887,ZERO,0.348150381,
EB,ENST00000340175,ENSG00000110801,protein_coding,PSMD9-201,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9 [Source:HGNC Symbol;Acc:9567]",0.517504028,1.16064,ZERO,0.355251697,
EB,ENST00000577419,ENSG00000178307,processed_transcript,TMEM11-002,transmembrane protein 11 [Source:HGNC Symbol;Acc:16823],0.542088142,0.752393,ZERO,0.372418794,
EB,ENST00000371242,ENSG00000101146,protein_coding,RAE1-002,RAE1 RNA export 1 homolog (S. pombe) [Source:HGNC Symbol;Acc:9828],0.51069365,0.93668,ZERO,0.353231762,
EB,ENST00000513307,ENSG00000235043,processed_pseudogene,TECRP1-001,"trans-2,3-enoyl-CoA reductase pseudogene 1 [Source:HGNC Symbol;Acc:44050]",0.509524825,0.781129,ZERO,0.356641521,
EB,ENST00000456284,ENSG00000023228,nonsense_mediated_decay,NDUFS1-009,"NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7707]",0.514494066,1.36762,ZERO,0.366373742,
EB,ENST00000348459,ENSG00000119969,protein_coding,HELLS-001,"helicase, lymphoid-specific [Source:HGNC Symbol;Acc:4861]",0.51106237,1.1065,ZERO,0.364023983,
EB,ENST00000424214,ENSG00000198522,protein_coding,GPN1-201,GPN-loop GTPase 1 [Source:HGNC Symbol;Acc:17030],0.515425443,0.703068,ZERO,0.412829971,
MK,ENST00000393436,ENSG00000127314,protein_coding,RAP1B-002,"RAP1B, member of RAS oncogene family [Source:HGNC Symbol;Acc:9857]",0.99999994,2.55503,ZERO,3.52E-08,
MK,ENST00000372755,ENSG00000035403,protein_coding,VCL-001,vinculin [Source:HGNC Symbol;Acc:12665],0.999999066,3.09096,ZERO,4.95E-07,
MK,ENST00000451311,ENSG00000205542,protein_coding,TMSB4X-002,"thymosin beta 4, X-linked [Source:HGNC Symbol;Acc:11881]",0.999995067,2.6207,ZERO,2.70E-06,
MK,ENST00000393438,ENSG00000176783,protein_coding,RUFY1-005,RUN and FYVE domain containing 1 [Source:HGNC Symbol;Acc:19760],0.999992717,3.84568,ZERO,2.73E-06,
MK,ENST00000466755,ENSG00000137801,retained_intron,THBS1-005,thrombospondin 1 [Source:HGNC Symbol;Acc:11785],0.999994178,13.6943,ZERO,2.81E-06,
MK,ENST00000267012,ENSG00000110934,protein_coding,BIN2-201,bridging integrator 2 [Source:HGNC Symbol;Acc:1053],0.999994554,1.88372,ZERO,3.49E-06,
MK,ENST00000340450,ENSG00000131236,protein_coding,CAP1-005,"CAP, adenylate cyclase-associated protein 1 (yeast) [Source:HGNC Symbol;Acc:20040]",0.999994027,2.08081,ZERO,3.88E-06,
MK,ENST00000560894,ENSG00000137801,retained_intron,THBS1-009,thrombospondin 1 [Source:HGNC Symbol;Acc:11785],0.999991434,14.0368,ZERO,4.25E-06,
MK,ENST00000527880,ENSG00000254893,processed_transcript,RP11-466P24.2-002,,0.999978346,2.97524,ZERO,1.08E-05,
MK,ENST00000402788,ENSG00000182732,protein_coding,RGS6-202,regulator of G-protein signaling 6 [Source:HGNC Symbol;Acc:10002],0.999976358,15.4244,ZERO,1.16E-05,
MK,ENST00000548380,ENSG00000257987,protein_coding,RP11-579D7.1-001,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F8VYH1],0.999973949,12.4146,ZERO,1.33E-05,
MK,ENST00000495841,ENSG00000105971,processed_transcript,CAV2-002,caveolin 2 [Source:HGNC Symbol;Acc:1528],0.999973341,13.2064,ZERO,1.38E-05,
MK,ENST00000260408,ENSG00000137845,protein_coding,ADAM10-001,ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:188],0.999969869,3.0284,ZERO,1.42E-05,
MK,ENST00000452533,ENSG00000087470,protein_coding,DNM1L-001,dynamin 1-like [Source:HGNC Symbol;Acc:2973],0.999965245,1.68851,ZERO,2.34E-05,
MK,ENST00000272369,ENSG00000143995,protein_coding,MEIS1-001,Meis homeobox 1 [Source:HGNC Symbol;Acc:7000],0.999953626,3.15829,ZERO,2.48E-05,
MK,ENST00000426208,ENSG00000183785,protein_coding,TUBA8-004,"tubulin, alpha 8 [Source:HGNC Symbol;Acc:12410]",0.999945696,12.9208,ZERO,2.78E-05,
MK,ENST00000559746,ENSG00000137801,retained_intron,THBS1-003,thrombospondin 1 [Source:HGNC Symbol;Acc:11785],0.999941597,13.0189,ZERO,2.94E-05,
MK,ENST00000368054,ENSG00000066294,protein_coding,CD84-001,CD84 molecule [Source:HGNC Symbol;Acc:1704],0.99993811,3.01122,ZERO,3.32E-05,
MK,ENST00000515010,ENSG00000082074,protein_coding,FYB-002,FYN binding protein [Source:HGNC Symbol;Acc:4036],0.999923064,3.25888,ZERO,3.66E-05,
MK,ENST00000434890,ENSG00000077063,protein_coding,CTTNBP2-002,cortactin binding protein 2 [Source:HGNC Symbol;Acc:15679],0.999924197,12.1281,ZERO,3.81E-05,
MK,ENST00000522098,ENSG00000120885,protein_coding,CLU-020,clusterin [Source:HGNC Symbol;Acc:2095],0.999893368,4.25985,ZERO,4.00E-05,
MK,ENST00000393086,ENSG00000108387,protein_coding,SEPT4-201,septin 4 [Source:HGNC Symbol;Acc:9165],0.999914547,13.4069,ZERO,4.32E-05,
MK,ENST00000521770,ENSG00000120885,protein_coding,CLU-021,clusterin [Source:HGNC Symbol;Acc:2095],0.999881484,4.27543,ZERO,4.37E-05,
MK,ENST00000465412,ENSG00000152061,protein_coding,RABGAP1L-014,RAB GTPase activating protein 1-like [Source:HGNC Symbol;Acc:24663],0.999893513,12.086,ZERO,5.36E-05,
MK,ENST00000448451,ENSG00000131504,protein_coding,DIAPH1-004,diaphanous homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:2876],0.999915274,1.68594,ZERO,6.24E-05,
MK,ENST00000260061,ENSG00000137507,protein_coding,LRRC32-001,leucine rich repeat containing 32 [Source:HGNC Symbol;Acc:4161],0.999861519,11.5129,ZERO,6.89E-05,
MK,ENST00000319211,ENSG00000181104,protein_coding,F2R-001,coagulation factor II (thrombin) receptor [Source:HGNC Symbol;Acc:3537],0.999872864,2.89322,ZERO,6.97E-05,
MK,ENST00000270792,ENSG00000142669,protein_coding,SH3BGRL3-001,SH3 domain binding glutamic acid-rich protein like 3 [Source:HGNC Symbol;Acc:15568],0.999895499,1.75151,ZERO,7.42E-05,
MK,ENST00000425382,ENSG00000164181,protein_coding,ELOVL7-201,ELOVL fatty acid elongase 7 [Source:HGNC Symbol;Acc:26292],0.99983091,3.61363,ZERO,7.71E-05,
MK,ENST00000408919,ENSG00000131370,protein_coding,SH3BP5-004,SH3-domain binding protein 5 (BTK-associated) [Source:HGNC Symbol;Acc:10827],0.999840129,3.4733,ZERO,7.97E-05,
MK,ENST00000476752,ENSG00000107984,processed_transcript,DKK1-001,dickkopf 1 homolog (Xenopus laevis) [Source:HGNC Symbol;Acc:2891],0.999843185,12.8976,ZERO,7.98E-05,
MK,ENST00000536334,ENSG00000136754,protein_coding,ABI1-206,abl-interactor 1 [Source:HGNC Symbol;Acc:11320],0.999837645,2.01494,ZERO,0.000106104,
MK,ENST00000410093,ENSG00000169756,protein_coding,LIMS1-006,LIM and senescent cell antigen-like domains 1 [Source:HGNC Symbol;Acc:6616],0.999746546,3.69368,ZERO,0.000106944,
MK,ENST00000261890,ENSG00000103769,protein_coding,RAB11A-001,"RAB11A, member RAS oncogene family [Source:HGNC Symbol;Acc:9760]",0.999824735,1.43518,ZERO,0.000126694,
MK,ENST00000376724,ENSG00000204614,protein_coding,TRIM40-202,tripartite motif containing 40 [Source:HGNC Symbol;Acc:18736],0.999746312,11.6011,ZERO,0.00012836,
MK,ENST00000510942,ENSG00000081189,protein_coding,MEF2C-024,myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:6996],0.999751823,2.53169,ZERO,0.000140671,
MK,ENST00000520012,ENSG00000120885,protein_coding,CLU-008,clusterin [Source:HGNC Symbol;Acc:2095],0.999642145,4.21383,ZERO,0.000144105,
MK,ENST00000581982,ENSG00000150637,protein_coding,CD226-003,CD226 molecule [Source:HGNC Symbol;Acc:16961],0.999696323,13.1013,ZERO,0.0001506,
MK,ENST00000532133,ENSG00000137672,protein_coding,TRPC6-004,"transient receptor potential cation channel, subfamily C, member 6 [Source:HGNC Symbol;Acc:12338]",0.999634653,12.1238,ZERO,0.000186653,
MK,ENST00000332345,ENSG00000169756,protein_coding,LIMS1-002,LIM and senescent cell antigen-like domains 1 [Source:HGNC Symbol;Acc:6616],0.999663905,2.44526,ZERO,0.000189684,
MK,ENST00000420936,ENSG00000166333,protein_coding,ILK-002,integrin-linked kinase [Source:HGNC Symbol;Acc:6040],0.999563328,2.36747,ZERO,0.00021761,
MK,ENST00000372805,ENSG00000131236,protein_coding,CAP1-002,"CAP, adenylate cyclase-associated protein 1 (yeast) [Source:HGNC Symbol;Acc:20040]",0.999607895,1.90916,ZERO,0.00026432,
MK,ENST00000377017,ENSG00000102265,protein_coding,TIMP1-003,TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:11820],0.999530154,2.19667,ZERO,0.000272384,
MK,ENST00000546939,ENSG00000135404,protein_coding,CD63-009,CD63 molecule [Source:HGNC Symbol;Acc:1692],0.999479759,1.68157,ZERO,0.000330101,
MK,ENST00000560566,ENSG00000120885,protein_coding,CLU-002,clusterin [Source:HGNC Symbol;Acc:2095],0.999075142,3.86537,ZERO,0.000371618,
MK,ENST00000543693,ENSG00000147862,protein_coding,NFIB-202,nuclear factor I/B [Source:HGNC Symbol;Acc:7785],0.99909649,3.09135,ZERO,0.000382515,
MK,ENST00000308731,ENSG00000010671,protein_coding,BTK-006,Bruton agammaglobulinemia tyrosine kinase [Source:HGNC Symbol;Acc:1133],0.999162945,2.6113,ZERO,0.00039026,
MK,ENST00000250559,ENSG00000127314,protein_coding,RAP1B-001,"RAP1B, member of RAS oncogene family [Source:HGNC Symbol;Acc:9857]",0.999340903,2.25683,ZERO,0.00039589,
MK,ENST00000437098,ENSG00000173626,protein_coding,BET3L-001,BET3 like (S. cerevisiae) [Source:HGNC Symbol;Acc:21090],0.999222608,10.7356,ZERO,0.000397027,
MK,ENST00000370328,ENSG00000102287,protein_coding,GABRE-001,"gamma-aminobutyric acid (GABA) A receptor, epsilon [Source:HGNC Symbol;Acc:4085]",0.99919338,12.6552,ZERO,0.000399218,
MK,ENST00000245323,ENSG00000125266,protein_coding,EFNB2-001,ephrin-B2 [Source:HGNC Symbol;Acc:3227],0.998767713,3.73838,ZERO,0.000443759,
MK,ENST00000009180,ENSG00000010278,protein_coding,CD9-001,CD9 molecule [Source:HGNC Symbol;Acc:1709],0.998515813,4.80186,ZERO,0.000453435,
MK,ENST00000536561,ENSG00000169224,protein_coding,GCSAML-202,"germinal center-associated, signaling and motility-like [Source:HGNC Symbol;Acc:29583]",0.999085248,3.34867,ZERO,0.000475834,
MK,ENST00000366113,ENSG00000161570,protein_coding,CCL5-002,chemokine (C-C motif) ligand 5 [Source:HGNC Symbol;Acc:10632],0.998946804,2.98433,ZERO,0.000545601,
MK,ENST00000409746,ENSG00000152229,protein_coding,PSTPIP2-002,proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:9581],0.998589995,2.70743,ZERO,0.000574018,
MK,ENST00000286713,ENSG00000148175,protein_coding,STOM-001,stomatin [Source:HGNC Symbol;Acc:3383],0.998344753,3.14332,ZERO,0.000575349,
MK,ENST00000449935,ENSG00000143977,protein_coding,SNRPG-009,small nuclear ribonucleoprotein polypeptide G [Source:HGNC Symbol;Acc:11163],0.998817763,10.9862,ZERO,0.000584976,
MK,ENST00000539687,ENSG00000113140,protein_coding,SPARC-007,"secreted protein, acidic, cysteine-rich (osteonectin) [Source:HGNC Symbol;Acc:11219]",0.998584252,2.31685,ZERO,0.00076894,
MK,ENST00000395719,ENSG00000138757,protein_coding,G3BP2-002,GTPase activating protein (SH3 domain) binding protein 2 [Source:HGNC Symbol;Acc:30291],0.998610699,2.28587,ZERO,0.000772709,
MK,ENST00000360304,ENSG00000065534,protein_coding,MYLK-203,myosin light chain kinase [Source:HGNC Symbol;Acc:7590],0.998314614,4.31249,ZERO,0.000778853,
MK,ENST00000267853,ENSG00000263155,protein_coding,MYZAP-001,myocardial zonula adherens protein [Source:HGNC Symbol;Acc:43444],0.998277259,8.41966,ZERO,0.000861504,
MK,ENST00000289902,ENSG00000158869,protein_coding,FCER1G-001,"Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide [Source:HGNC Symbol;Acc:3611]",0.99818724,2.98667,ZERO,0.000868097,
MK,ENST00000405140,ENSG00000120885,protein_coding,CLU-004,clusterin [Source:HGNC Symbol;Acc:2095],0.997813421,3.62011,ZERO,0.000886809,
MK,ENST00000264790,ENSG00000138722,protein_coding,MMRN1-201,multimerin 1 [Source:HGNC Symbol;Acc:7178],0.997851676,3.68891,ZERO,0.000906381,
MK,ENST00000578202,ENSG00000065534,protein_coding,MYLK-019,myosin light chain kinase [Source:HGNC Symbol;Acc:7590],0.997901625,3.94599,ZERO,0.000930516,
MK,ENST00000394980,ENSG00000138722,protein_coding,MMRN1-001,multimerin 1 [Source:HGNC Symbol;Acc:7178],0.998021884,3.12328,ZERO,0.001064879,
MK,ENST00000193403,ENSG00000072110,protein_coding,ACTN1-001,"actinin, alpha 1 [Source:HGNC Symbol;Acc:163]",0.99793599,2.67463,ZERO,0.001153752,
MK,ENST00000374720,ENSG00000070214,protein_coding,SLC44A1-003,"solute carrier family 44, member 1 [Source:HGNC Symbol;Acc:18798]",0.996869663,3.43016,ZERO,0.001348561,
MK,ENST00000335181,ENSG00000067225,protein_coding,PKM-004,"pyruvate kinase, muscle [Source:HGNC Symbol;Acc:9021]",0.997834807,1.8344,ZERO,0.00139042,
MK,ENST00000359856,ENSG00000162704,protein_coding,ARPC5-001,"actin related protein 2/3 complex, subunit 5, 16kDa [Source:HGNC Symbol;Acc:708]",0.997963441,1.44104,ZERO,0.001431929,
MK,ENST00000560867,ENSG00000140382,protein_coding,HMG20A-013,high mobility group 20A [Source:HGNC Symbol;Acc:5001],0.997858005,1.10014,ZERO,0.001435591,
MK,ENST00000273398,ENSG00000114573,protein_coding,ATP6V1A-001,"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A [Source:HGNC Symbol;Acc:851]",0.996597098,2.11986,ZERO,0.001457706,
MK,ENST00000356916,ENSG00000075151,protein_coding,EIF4G3-002,"eukaryotic translation initiation factor 4 gamma, 3 [Source:HGNC Symbol;Acc:3298]",0.997460785,2.28004,ZERO,0.001464679,
MK,ENST00000428304,ENSG00000100439,protein_coding,ABHD4-001,abhydrolase domain containing 4 [Source:HGNC Symbol;Acc:20154],0.997263561,2.29833,ZERO,0.001545798,
MK,ENST00000296315,ENSG00000163947,protein_coding,ARHGEF3-001,Rho guanine nucleotide exchange factor (GEF) 3 [Source:HGNC Symbol;Acc:683],0.996470891,2.66073,ZERO,0.00168675,
MK,ENST00000494936,ENSG00000172380,processed_transcript,GNG12-002,"guanine nucleotide binding protein (G protein), gamma 12 [Source:HGNC Symbol;Acc:19663]",0.996515189,7.63618,ZERO,0.001750791,
MK,ENST00000476458,ENSG00000079691,processed_transcript,LRRC16A-003,leucine rich repeat containing 16A [Source:HGNC Symbol;Acc:21581],0.996906593,2.21556,ZERO,0.001820165,
MK,ENST00000454369,ENSG00000213658,protein_coding,LAT-007,linker for activation of T cells [Source:HGNC Symbol;Acc:18874],0.996267858,2.63112,ZERO,0.00183362,
MK,ENST00000218388,ENSG00000102265,protein_coding,TIMP1-001,TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:11820],0.996932081,1.67214,ZERO,0.001878957,
MK,ENST00000421589,ENSG00000131236,protein_coding,CAP1-008,"CAP, adenylate cyclase-associated protein 1 (yeast) [Source:HGNC Symbol;Acc:20040]",0.99688716,2.07275,ZERO,0.001889426,
MK,ENST00000375825,ENSG00000244355,protein_coding,LY6G6D-001,"lymphocyte antigen 6 complex, locus G6D [Source:HGNC Symbol;Acc:13935]",0.995206059,3.27146,ZERO,0.002055765,
